formula,image
"{ \cal L ^ { \prime } } _ { 4 } = \theta \epsilon ^ { \mu \nu \alpha \beta } \, A _ { \mu } \partial _ { \nu } B _ { \alpha \beta } - j ^ { \mu } A _ { \mu }",7f7ea1fd62.png
\tilde { j } _ { \Omega } ( { \bf p } ) = \pi ^ { 3 / 2 } a ^ { 2 } b \operatorname { e x p } \left\{ \frac { 1 } { 4 } \left[ - a ^ { 2 } ( p _ { x } ^ { 2 } + p _ { y } ^ { 2 } ) - b ^ { 2 } p _ { z } ^ { 2 } \right] \right\} .,18e8f42561.png
{ T ^ { \alpha } } _ { \beta \gamma } = { f ^ { \alpha } } _ { \beta \gamma },62621e69b4.png
P ^ { 2 } + | k | ^ { 2 } R ^ { 2 } = 1 \qquad | k | ^ { 2 } Q ^ { 2 } - R ^ { 2 } + 2 P Q = 0 .,65fcff22b5.png
"d s ^ { 2 } = e ^ { - 2 A ( z ) } g _ { \mu \nu } ( x ^ { \lambda } ) d x ^ { \mu } d x ^ { \nu } + g _ { i j } ( z ) d z ^ { i } d z ^ { j } = g _ { a b } d x ^ { a } d x ^ { b } \, .",6da8476d92.png
S = \int [ { \frac { 1 } { 2 } } \partial _ { \mu } \phi _ { i } \partial ^ { \mu } \phi _ { i } - V ( \phi _ { i } ) ] d ^ { 2 } z,4bb7288f9d.png
Z _ { f e r } = d e t ( i \partial _ { + } + e A _ { + } ) d e t ( i \partial _ { - } + e A _ { - } ) \times \operatorname { e x p } ( - i \frac { e ^ { 2 } } { 4 \pi } \int d ^ { 2 } x A _ { + } A _ { - } ),56b047f8c4.png
"v _ { i } = h _ { N } - h _ { i } , \quad 1 \leq i \leq N - 1 .",3d80afac49.png
\mathrm { d e t } ( P ^ { \alpha \beta } ( X _ { 0 } ^ { I } ) ) ^ { \chi ( M ) } .,44eeffa0f6.png
"c _ { 0 } = \frac { 1 } { 2 } \left( \partial _ { z } c ^ { z } + c ^ { z } \partial _ { z } \Phi - \mathrm { c . c . } \right) ,",62d7a94521.png
"\Phi ( x ) \Psi ( x ) = \frac { 1 } { ( 2 \pi ) ^ { 4 } } \int d ^ { 4 } p \, d ^ { 4 } k ~ : e ^ { i ( p \dot { + } k ) x } : ~ \tilde { \Phi } ( p ) ~ \tilde { \Psi } ( k ) ~ .",383d18f956.png
G _ { \perp \perp } = \frac { 1 } { 2 } \nu ( \nu - 1 ) \! \left( \frac { { a ^ { \prime } } ^ { 2 } } { a ^ { 2 } } - \frac { \dot { a } ^ { 2 } } { n ^ { 2 } a ^ { 2 } } - \frac { k } { a ^ { 2 } } \right) + \nu \! \left( \frac { n ^ { \prime } a ^ { \prime } } { n a } + \frac { \dot { n } \dot { a } } { n ^ { 3 } a } - \frac { \ddot { a } } { n ^ { 2 } a } \right) .,684c70a97a.png
"d _ { n } = \left\{ \begin{array} { l l } { 2 \, a \, \sqrt { i ( i + 1 ) } ~ } & { , i f ~ n = 2 i ~ } \\ { 2 \, a \, ( i + 1 ) ~ } & { , i f ~ n = 2 i + 1 ~ } \\ \end{array} \right.",516b384646.png
\Psi [ E ] = e ^ { i \Omega [ E ] / g } F _ { c } [ G ] { \cal R } [ G ],772f169910.png
V _ { l } ( r ) = g ( r ) \left[ { \frac { l ( l + 1 ) } { r ^ { 2 } } } + { \frac { 2 M } { r ^ { 3 } } } + m ^ { 2 } \right] .,289590355a.png
"\chi _ { i } = \frac { q ^ { 2 } - 1 } { 2 } + \epsilon _ { i } \frac { q ^ { 2 } + 1 } { 2 } \, [ 2 m m ]",192c84c282.png
"V ( R ) \sim \frac { q ^ { 2 } ( R ) } { R ^ { d - 3 } } ,",2b09e27f19.png
"\tilde { \Sigma } ( x ) = \frac { 1 } { \sqrt { 4 { \pi } } } \int _ { - { \infty } } ^ { \infty } \frac { d p _ { + } } { \sqrt { p ^ { - } } } \{ a ( p _ { + } ) e ^ { - i p { \cdot } x } + a ^ { \ast } ( p _ { + } ) e ^ { i p { \cdot } x } \} ,",f5bd32643e.png
\delta h _ { i j } \simeq ( z \bar { z } ) ^ { - \frac { \mu _ { 0 } + 1 } { 2 } - \epsilon },b43117a1cc.png
"\frac { F } { V } = - \sum _ { n , p , q } \int _ { \cal S } d \tau _ { 1 } \frac { d \tau _ { 2 } } { 2 \tau _ { 2 } } \frac { \left| \eta \left( \tau \right) \right| ^ { - 4 8 } } { ( 4 \pi ^ { 2 } \alpha ^ { \prime } \tau _ { 2 } ) ^ { 1 3 } } e ^ { - S _ { w . m } ( n , p , q ) }",4235addc0b.png
"| \xi , \Lambda \rangle \leftrightarrow G / \tilde { H } .",79e53c7151.png
"\varphi _ { \mu \nu } \rightarrow \tilde { \varphi } _ { \mu \nu } = \varphi _ { \mu \nu } + \Lambda _ { \mu , \nu } + \Lambda _ { \nu , \mu } .",648dab6db4.png
c _ { L } = 1 + 6 ( \lambda + \lambda ^ { - 1 } ) ^ { 2 } \pmod 2,4f32e239bd.png
"( j _ { \mu } , X ) ~ = ~ - \, { \frac { 1 } { \lambda ^ { 2 } } } \, g _ { i j } ( \varphi ) \, \partial _ { \mu } \varphi ^ { i } \, X _ { G } ^ { j } ( \varphi ) ~ ~ ~ , \vspace { - 2 m m }",5ac2c2fbcd.png
\frac { \delta \Gamma [ A ] } { \delta A _ { \mu } } = e j _ { \mu } [ A ] .,7fcc134db7.png
"m \rightarrow e ^ { - g ^ { 2 } \zeta _ { 1 } ( N ) / 2 \pi } \; \xi \; m \; , \; \; \; \; \; \; \; \; \; \; \xi \equiv \left( \frac 2 { g ^ { 2 } } \, \operatorname { s i n } ( g ^ { 2 } / 2 ) \right) .",55976524c7.png
"\begin{array} { c } { \displaystyle { \sum _ { \nu = 3 / 2 } ^ { \infty } \nu ^ { - ( s - k - 1 ) } } \ \Re \left\{ \displaystyle { \frac { - e ^ { \displaystyle { - \imath \frac { \pi } { 2 } ( s + 1 ) } } } { \pi } } \, \displaystyle { \int _ { - \imath z } ^ { \infty - \imath z } } t ^ { - s } \, \displaystyle { D _ { T E } ^ { ( k ) } ( t ) } \ d t \right\} , } \\ \end{array}",46568e057b.png
( 2 6 ) - \omega _ { \alpha \bar { \beta } } ( \kappa _ { a } ^ { \alpha } \overline { { \kappa _ { b } ^ { \beta } } } - \kappa _ { b } ^ { \alpha } \overline { { \kappa _ { a } ^ { \beta } } } ) = \nabla _ { a } T _ { b } - \nabla _ { b } T _ { a } = f _ { a b } ^ { c } T _ { c } .,9e1001cdde.png
\left[ \left( { \frac { \dot { R } } { R } } \right) ^ { 2 } + \xi _ { + } ^ { 2 } R ^ { - { \frac { 2 } { 3 } } k ^ { 2 } } \right] ^ { \frac { 1 } { 2 } } - \left[ \left( { \frac { \dot { R } } { R } } \right) ^ { 2 } + \xi _ { - } ^ { 2 } R ^ { - { \frac { 2 } { 3 } } k ^ { 2 } } \right] ^ { \frac { 1 } { 2 } } = - { \frac { \kappa _ { 5 } ^ { 2 } } { 3 } } [ \lambda ( \phi ) + \rho ] .,1b31a4cdb2.png
* d * d { \hat { \phi } } _ { + } = \frac { v g { \alpha _ { 0 } } ^ { q } } { 2 } * d * ( \hat { A _ { 1 } } - i \hat { A _ { 2 } } ) .,7a47b13995.png
"\chi \equiv p _ { \mu } J ^ { \mu } + \alpha m = 0 , \qquad \psi \equiv P _ { q } = 0 ,",28515a8207.png
"T _ { z _ { 1 } , \dots , z _ { n + 2 g } } ( \lambda ) = \prod _ { i = 1 } ^ { n + 2 g } { M _ { i } ( z _ { i } \lambda ) } .",96a52cf7d4.png
"- { \biggl ( } \gamma ^ { 2 } - \frac { \varpi ^ { 2 } } { \alpha ^ { 2 } } { \biggr ) } \alpha ^ { 2 } \rho ^ { 2 } d t ^ { 2 } + \frac { d \rho ^ { 2 } } { \alpha ^ { 2 } \rho ^ { 2 } } + { \biggl ( } \gamma ^ { 2 } - \frac { \varpi ^ { 2 } } { \alpha ^ { 2 } } { \biggr ) } \rho ^ { 2 } d \varphi ^ { 2 } \: ,",40bccb19b8.png
"\hat { a } _ { \mu } \rightarrow \hat { a } _ { \mu } + i [ \hat { p } _ { \mu } , \hat { \lambda } ] - i [ \hat { a } _ { \mu } , \hat { \lambda } ] .",63022ba6a7.png
"\partial ^ { 2 } V + 1 6 \pi \, \frac { N - 2 + a ^ { 2 } } { N - 1 } \, m ^ { 2 } U ^ { \frac { N } { N - 2 } } | \varphi | ^ { 2 } = 0 \, .",7cdf415e4d.png
V _ { 1 } C _ { 1 } ^ { - 1 } { \cal P } C _ { F } V _ { 2 } ^ { \dagger } \left[ Q ^ { \mu i } ( \xi _ { i } ) - Q ^ { \mu j } ( V _ { 0 j } ^ { - 1 } V _ { F } \Gamma { \cal P } ^ { - 1 } \xi _ { E } ) \right] = 0 \ .,110507883a.png
H = \frac { p ^ { 2 } } { 2 m } + K \operatorname { c o s } x \Sigma _ { j = - \infty } ^ { \infty } \delta ( t - j ),7a4880e783.png
"{ \cal L } _ { I } = - ( \mu + \frac { \omega } { 2 } ) ,",52ef12d046.png
A ^ { 0 } = 0 \qquad \vec { A } = \frac { q } { r } \vec { \nu } _ { \theta },48afa5e51c.png
\operatorname { c o s h } ( \beta _ { c } ) - 4 \operatorname { s i n h } ( \beta _ { c } ) = ( p - 1 ) / p,11cd31e2fe.png
"E \left( \beta \right) = - \frac { 1 } { 2 4 a } , \, \, \, \, \, \, \, \, \, a / \beta \, \ll \, 1 \, .",3917dc5e39.png
{ \hat { \theta } ( \zeta ) } \leq + { \frac { ( d - 1 ) } { \zeta } } .,6d81cc6b50.png
"\vert l \vert \, < \, { \frac { 1 } { \sqrt { d } } } \vert f \vert",50440823fe.png
"( x , \phi ) \to ( g ( x ) , \phi + \rho ( g ) + A \cdot ( x - g ( x ) ) ) .",69070d346e.png
"S = - \int d ^ { 2 } x \, \sqrt { g } \, \left[ \cdots + \frac { 1 } { 4 } f _ { 1 } ( \Phi ) F _ { \mu \nu } ^ { 2 } \right] . \nonumber",1dc5646814.png
u = { \frac { 2 c _ { _ \mathrm { P } } ^ { 2 } v \operatorname { c o s } \theta \pm c _ { _ \mathrm { P } } \sqrt { \big ( c _ { _ \mathrm { P } } ^ { 2 } - v ^ { 2 } \big ) \big ( 3 c _ { _ \mathrm { P } } ^ { 2 } - ( 1 + 2 \operatorname { c o s } ^ { 2 } \theta ) v ^ { 2 } \big ) } } { 3 c _ { _ \mathrm { P } } ^ { 2 } - v ^ { 2 } } } + { \cal O } \{ \Theta ^ { 4 } \} \ .,56c0465b63.png
"\operatorname { l n } { \mathcal J } \; = \; - 2 i \left. \alpha \, \mathrm { T r } \, \gamma _ { 5 } \right| _ { r e g }",633beafb66.png
"Z _ { c } [ j _ { A } , h ] = \Gamma [ h , A ] + \int \! \! \mathrm { d } ^ { d } x \, \, j _ { A } \, A \, .",191e49ad8a.png
"r _ { \mathrm { h } } = { \frac { \sqrt { - q } } { \widetilde { M } _ { \mathrm { p } } } } \, .",c021eefb59.png
\lambda ^ { 2 } ( - \frac { 1 } { 2 } \frac { \partial ^ { 2 } } { \partial X ^ { 2 } } + \frac { i Q _ { B } } { 2 } \frac { \partial } { \partial Y } + \frac { 1 } { 2 } \frac { \partial ^ { 2 } } { \partial Y ^ { 2 } } + e ^ { \sqrt { \frac { 2 } { | \kappa | } } ( X + Y ) } ) { \cal T } = \frac { N } { 2 4 ( x ^ { + } ) ^ { 2 } } { \cal T },72e1798357.png
"\int ^ { \widehat g } [ \, D g _ { m n } \, ] \quad \longrightarrow \quad \int ^ { \widehat g } [ \, D g _ { m n } \, ] \int ^ { \widehat e } [ \, D e \, ] \delta \left[ \, e ( \sigma ) - \sqrt { - g } \, \right]",48b70895f8.png
"S _ { a b } ^ { - 1 } = - \, \frac { 1 } { 2 } \, \epsilon _ { a b }",1f6cae3e84.png
"F = \frac { 1 } { 4 \alpha } \frac { e ^ { 2 } } { r ^ { 2 } } ,",24ab0cd88a.png
"\delta _ { \epsilon } A _ { a } \equiv [ { \cal T } _ { a } + A _ { a } , \epsilon ] = [ T _ { a } + A _ { a } , \epsilon ] \, ,",2139c1fc07.png
{ { a } } > { \frac { 3 } { 2 } } \qquad \mathrm { a n d } \quad { { b } } > { \frac { 1 } { 4 } } \ .,20639f08e2.png
"{ \int \! \! \! \! \! \! - } \, d s ^ { 2 } = - ( 4 8 \pi ^ { 2 } ) ^ { - 1 } \int r \, \sqrt { g } \ d ^ { 4 } x \ , .",77076390f7.png
U ( N - \sum _ { l = 1 } ^ { m } ( 2 j _ { l } + 1 ) ) \otimes U ( 1 ) ^ { m } .,25262958b7.png
"d s ^ { 2 } = e ^ { 2 V } ( - d t ^ { 2 } + d z ^ { 2 } ) + e ^ { 2 U } ( d \vec { x } ) ^ { 2 } ,",5bf9083bde.png
"\langle 0 | i g ^ { 2 } \bar { C } ^ { A } C ^ { A } | 0 \rangle \not = 0 ,",119e958b7f.png
W \propto e ^ { \frac { i g ^ { 2 } ( N - 1 ) { \cal A } } { 4 } } .,56bb9b436c.png
\delta A _ { \mu } ^ { a } = \partial _ { \mu } \theta ^ { a },58d366cb7e.png
"\left( \begin{array} { c c } { \eta } & { 0 } \\ { 0 } & { \eta } \\ \end{array} \right) ,",2920cefe3a.png
"{ \cal O } ( a ) \; = \; a \, \sum _ { n _ { 1 } , n _ { 2 } } \, f ( n , \Lambda , n + \varphi ) \, \epsilon ^ { \mu \nu } n _ { \mu } \varphi _ { \nu } \; ,",3c746d378b.png
"\left( J ^ { ( 0 ) } \right) ^ { 2 k } = J ^ { ( 0 ) } J ^ { ( 0 ) } , \qquad \left( J ^ { ( 0 ) } \right) ^ { 2 k + 1 } = J ^ { ( 0 ) }",53f47942a5.png
- { \frac { 4 \alpha } { e ^ { 2 } } } J _ { \mu } { \frac { 1 } { \partial ^ { 2 } ( a ^ { 2 } \partial ^ { 2 } + 4 \alpha ^ { 2 } ) } } \epsilon _ { \mu \nu \lambda } \partial ^ { \nu } J ^ { \lambda } ],7fa6a0d181.png
"V _ { \beta } ( \Delta , \Lambda ) = - \left. \frac { \Gamma _ { \beta } [ \Delta , \Lambda ] } { \beta \int \! d ^ { n - 1 } x } \right| _ { \Delta = c o n s t , \Lambda = c o n s t } .",7c4bd0459a.png
A _ { n } ( x ) = - ( x - 3 i / 2 ) ^ { - 1 } { \cal L } _ { n } ( x ) .,6571226e72.png
"\operatorname { l n } ( S + \bar { S } ) \rightarrow \operatorname { l n } ( S + \bar { S } - b G ) ,",6c4e269f06.png
"\operatorname { d e g } G _ { a } = n _ { a } , \; \operatorname { d e g } ( [ G _ { a } , G _ { b } ] ) \leq n _ { a } + n _ { b } - 1 .",6fd65a06f6.png
"R _ { 1 } = p ^ { 2 } \pi ^ { 2 } g ^ { 2 } \hbar \Big ( ( 1 { - } \alpha ) + O \Big ( P _ { r } ^ { 1 } ( \alpha ) \Big ( \frac { m _ { P } ^ { 2 } } { p ^ { 2 } } \Big ) ^ { \! r } \, \Big ) \Big ) ~ ,",5c3006c603.png
"\int _ { - 1 } ^ { 1 } { \frac { T _ { m } ( x ) T _ { l } ( x ) } { \sqrt { 1 - x ^ { 2 } } } } d x \propto \delta _ { m \, l } .",7c7bb4ea60.png
"d s _ { 4 + 1 } ^ { 2 } = ( 1 - { \frac { \mu } { r } } ) d u d v + ( 1 - { \frac { \mu } { r } } ) ^ { - 2 } d r ^ { 2 } + r ^ { 2 } d \Omega _ { 2 } ^ { 2 } ,",631f80e7cb.png
\beta ^ { \prime } = \pm \sqrt { \bar { \Lambda } + \frac { \Lambda _ { b } \beta ^ { 2 } } { 6 } - \frac { \beta ^ { 8 } } { 6 A } + \frac { A } { 6 \beta ^ { 8 } } } .,78d12b05df.png
"\partial \varphi _ { i } \, \beta _ { i j } \, \partial ^ { 2 } \varphi _ { j } = \partial \theta _ { r } \, { \tilde { \beta } } _ { r s } \, \partial ^ { 2 } \theta _ { s } , \ \ v _ { r } \, B _ { r i } \, \partial \varphi _ { i } = v _ { r } \, { \tilde { \beta } } _ { r s } \, \partial \theta _ { s } ,",1d4f96c400.png
\delta _ { \epsilon } u ^ { a _ { 1 } } = \epsilon _ { 3 } ^ { a _ { 1 } } + \dot { \epsilon } _ { 4 } ^ { a } + \lambda \epsilon _ { 5 } ^ { a _ { 1 } } .,2241424666.png
"\frac { 1 } { 2 \mathcal { C _ { R } } } \sum _ { \mu \in \mathcal { R } } [ \ell _ { \mu } ^ { + } \ell _ { \mu } ^ { - } , P _ { N } ( \ell ^ { + } ) ] = [ P _ { N } ( \ell ^ { + } ) , S ] + N \omega P _ { N } ( \ell ^ { + } ) ,",f975af5a97.png
"\hat { h } _ { \mathrm { r e d } } = \sum _ { \vec { b } } \hat { h } _ { \vec { b } } ^ { \mathrm { e } } + \sum _ { \vec { b } } \hat { h } _ { \vec { b } } ^ { \mathrm { m } } ,",eb229fcb53.png
"\phi ( x , y ; P ) = \Sigma \! \! \! \! \! \! \int \frac { d ^ { 4 } p } { ( 2 \pi ) ^ { 4 } } E _ { p } ( x ) \tilde { \phi } ( p ; P ) \bar { E } _ { p } ( y )",6494a9bd4f.png
\langle m _ { 1 } ; m _ { 2 } ; . . . ; m _ { n } ; A ; \pm | \overline { { m } } _ { 1 } ; \overline { { m } } _ { 2 } ; . . . ; \overline { { m } } _ { n } ; A ; \pm \rangle = { \delta } _ { m _ { 1 } \overline { { m } } _ { 1 } } { \delta } _ { m _ { 2 } \overline { { m } } _ { 2 } } . . . { \delta } _ { m _ { n } \overline { { m } } _ { n } } .,16aa0986da.png
S = \frac { 1 } { 2 } \int d ^ { 4 } x \epsilon ^ { \mu \nu \alpha \beta } \epsilon _ { a b c d } \bigg [ ( { ^ + } \tau - { ^ - } \tau ) F _ { \mu \nu } ^ { a b } F _ { \alpha \beta } ^ { c d } + ( { ^ + } \tau + { ^ - } \tau ) F _ { \mu \nu } ^ { a b } \tilde { F } _ { \alpha \beta } ^ { c d } \bigg ] .,508f5f99b0.png
\mathcal { A } _ { \alpha } \rightarrow \mathcal { A } _ { \alpha } + \mathcal { Q } _ { \alpha } \Lambda .,5caa769b18.png
"\Gamma _ { 1 } ^ { c } : \, R = S ( T ) ^ { t } , \hspace { 1 c m } F = L ^ { - } ,",75cb5a67e0.png
"f ( z ) = \operatorname { l n } z + \sum _ { k = 1 } ^ { \infty } c _ { n } z ^ { n } ; \qquad \mathrm { R e } \, f ( z ) < 0",d78c390655.png
"E _ { \hat { r } } = \varepsilon B _ { \hat { ~ } } ,",5569db05a4.png
\frac { d ( \delta M ) } { d t } \sim - ( \delta M ) ^ { \frac { \tilde { d } - 2 } { 2 \tilde { d } } D + \frac { \tilde { d } + 2 } { 2 \tilde { d } } } .,33efabeaae.png
d = 1 6 + { \frac { 3 } { \lambda } } - 1 2 \lambda + \sum _ { i } \kappa _ { i } - \sum _ { i } \kappa _ { i } ^ { 2 } .,11a1a07595.png
"( Q _ { S C S } ) _ { c } \, = \, \int d ^ { 2 } \vec { x } ( J _ { S C S } ) _ { c } ^ { 0 } \, = \, \int d ^ { 2 } \vec { x }",138bb1f0cb.png
\sigma _ { c l a s s } \sim l ^ { d - 2 } F ( \omega ^ { ( d - 3 ) } g Q \alpha ^ { ( d - 3 / 2 ) } ),59c58d69cb.png
"\omega _ { r } ^ { ( 2 ) } = 4 8 \rho ^ { 3 } d t _ { 0 } \int _ { S _ { r } ^ { 2 } } { \frac { \rho d x _ { 0 } ^ { i } + d \rho \, ( x - x _ { 0 } ) ^ { i } } { ( t _ { 0 } ^ { 2 } + \rho ^ { 2 } + ( { \bf x } - { \bf x } _ { 0 } ) ^ { 2 } ) ^ { 4 } } } \varepsilon _ { i j k } d x ^ { j } d x ^ { k } .",532d27b15e.png
"\left( - \Delta + V _ { 1 } ( r , m ) - O \cdot V _ { 2 } ( r ) \right) \Psi ( x , y , z ) = E \Psi ( x , y , z )",254d860ce1.png
\psi _ { a _ { 1 } \cdots a _ { 2 k - 2 } } \; = \; F _ { \beta } ^ { - 1 } \: ( N ^ { \dagger } \: N ) ^ { - 1 } \: N _ { a } ^ { ( \beta ) \: \dagger } \: D _ { b } ^ { ( \beta ) } \: F _ { \beta } \: \psi _ { a _ { 1 } \cdots a _ { 2 k - 2 } a b } \: + \: \psi _ { a _ { 1 } \cdots a _ { 2 k - 2 } } ^ { [ h ] },10184b1fb5.png
"2 \kappa ^ { 2 } S _ { \Phi } = { \frac { 3 \kappa ^ { 2 } \mu _ { 6 } N } { 8 \pi g _ { s } } } \, { \frac { e ^ { 3 \Phi ( r ) / 4 } } { \sqrt { G _ { \Omega \Omega } } } } \, .",2dd9964149.png
U = { \frac { 1 } { v } } \qquad { \frac { 1 } { 1 + { \frac { V } { v } } } } - { \frac { 1 } { 1 + u v } } = \frac { v \ddot { v } - ( \dot { v } ) ^ { 2 } + \alpha ( v ^ { 4 } - 1 ) } { \dot { v } ) ^ { 2 } + R ( v ) },5938be611d.png
( \bar { \phi } \ast \phi ) ^ { k } \equiv ( \bar { \phi } \ast \phi ) \ast ( \bar { \phi } \ast \phi ) \ast \cdots \ast ( \bar { \phi } \ast \phi ) ~ .,1dfbc5f92b.png
"W _ { l } ^ { \mu } = ( { \tau _ { l } } ) _ { i j } W _ { i j } ^ { \mu } ,",c64c122434.png
A _ { \mu } ^ { 0 } = \frac { i } { e } U _ { \vec { \beta } } * \partial _ { \mu } ( U _ { \vec { \beta } } ) ^ { - 1 },7dbae50a2b.png
"\psi ^ { ( 0 ) } ( \vec { a } , \vec { x } ) \equiv \left\{ a \psi ^ { ( 0 ) } ( x _ { 1 } ) , a \psi ^ { ( 0 ) } ( x _ { 2 } ) , a \psi ^ { ( 0 ) } ( x _ { 3 } ) \right\} ,",26d7f62d66.png
"d = d \kappa _ { i } \left. { \frac { \partial } { \partial \kappa _ { i } } } \right| _ { \Phi , K } .",4ce4d5374e.png
"\left[ Z , \left[ Z , \left[ Z , \bar { Z } \right] \right] \right] = \omega ^ { 2 } \left[ Z , \bar { Z } \right] ,",5801c27e81.png
d ^ { \prime } a = a d ^ { \prime } + ( q - q ^ { - 1 } ) ( c b ^ { \prime } + b c ^ { \prime } ) + ( q - q ^ { - 1 } ) ^ { 2 } d a ^ { \prime },d080e7004d.png
"[ \psi ^ { ( N ) } ( x ) , \Gamma ( y ) ] = 0 \, ,",466a0be7ca.png
Z = \int \partial _ { i } \left( \frac { 1 } { e } A _ { j } + \frac { i } { e ^ { 2 } { \Phi _ { 0 } } ^ { 2 } } { \Phi } ^ { * } D _ { j } \phi \right) \epsilon ^ { i j } = \frac { 2 \pi } { e } n,7a0f952203.png
"\Gamma _ { \mathrm { o d d } } ^ { \mu \nu \rho } ( p _ { 1 } , p _ { 2 } , m ) \sim - i \, \frac { 1 } { 4 \pi } \, \frac { m } { | m | } \epsilon ^ { \mu \nu \rho } + O ( \frac { p ^ { 2 } } { m ^ { 2 } } )",5c52ff0871.png
"\phi _ { k } = G [ f _ { k } ] + C _ { k } ( \sigma ^ { i } , \tau ) \psi _ { 0 } ( s ) ,",4282b07b77.png
\int d ^ { d } x \sqrt { - g } | F _ { p } | ^ { 2 } = \int d ^ { d } x { \frac { \sqrt { - g } } { p ! } } g ^ { \mu _ { 1 } \nu _ { 1 } } \cdots g ^ { \mu _ { p } \nu _ { p } } F _ { \mu _ { 1 } \mu _ { p } } F _ { \nu _ { 1 } \nu _ { p } } .,4fdc3577c9.png
"[ { \mit \Psi } ( u , x ^ { \prime } , y ^ { \prime } , p ^ { \prime } ) , { \mit \Psi } ^ { \dagger } ( u , x ^ { \prime \prime } , y ^ { \prime \prime } , p ^ { \prime \prime } ) ] = \delta ( x ^ { \prime } - x ^ { \prime \prime } ) \, \delta ( y ^ { \prime } - y ^ { \prime \prime } ) \, \delta ( p ^ { \prime } - p ^ { \prime \prime } ) ,",42793c693b.png
"\begin{array} { c c c } { \left[ B _ { a } , B _ { b } \right] } & { = } & { C _ { a b } ^ { c } B _ { c } } \\ { \left[ B _ { a } , Q _ { \beta } \right] } & { = } & { C _ { a \beta } ^ { \gamma } Q _ { \gamma } } \\ { \left\{ Q _ { \alpha } , Q _ { \beta } \right\} } & { = } & { C _ { \alpha \beta } ^ { c } B _ { c } } \\ \end{array}",46125c0276.png
"\alpha = 2 - { \frac { 1 } { \phi } } , \beta = { \frac { 1 - \Delta } { \phi } } , \gamma = { \frac { 2 \Delta - 1 } { \phi } }",286c888675.png
"e ^ { - K ( z , \bar { z } ) } = i \langle \bar { v } ( \bar { z } ) , v ( z ) \rangle \, .",1eefd2be12.png
\gamma _ { 0 } = \sqrt { c _ { 0 } ^ { 2 } - \left( M - \omega \right) ^ { 2 } },4e12868bca.png
"{ \cal A } \sim \delta ( k _ { 1 } ^ { 0 } + k _ { 2 } ^ { 0 } ) \sqrt { \frac { 1 } { \mathrm { l o g } ( q _ { 1 } ) } } f ( q _ { 2 } , k _ { 2 } ^ { 0 } )",61fe86b528.png
"V _ { \mu } = v _ { \mu } + \rho \, [ a _ { \mu } + ( a \cdot u ) \, u _ { \mu } ] .",284c06046c.png
P _ { l } ^ { | m | } ( x ) = \frac { ( - 2 ) ^ { | m | } } { \sqrt { \pi } } \Gamma \left( | m | + \frac { 1 } { 2 } \right) ( 1 - x ^ { 2 } ) ^ { \frac { | m | } { 2 } } C _ { l - | m | } ^ { | m | + \frac { 1 } { 2 } } ( x ),78ef8292ee.png
"R _ { i _ { 1 } , i _ { 2 } , i _ { 3 } } ^ { j _ { 1 } , j _ { 2 } , j _ { 3 } } = < i _ { 1 } , i _ { 2 } , i _ { 3 } | R | j _ { 1 } , j _ { 2 } , j _ { 3 } > .",7851e4acf2.png
"e ^ { i \mu X } \left( i Y \right) e ^ { - i \mu X } = \left( i Y \right) \operatorname { c o s } { \mu } - [ X , Y ] \operatorname { s i n } { \mu } .",2fcc525e48.png
"\{ \phi _ { m } , Z \} _ { S } = 0 , ~ ~ ~ ~ m = 1 , 2 , \cdots ,",604bf1d820.png
R _ { i j k l } = \theta _ { i } ^ { \alpha } \theta _ { j } ^ { \beta } \theta _ { k } ^ { \gamma } \theta _ { l } ^ { \delta } R _ { \alpha \beta \gamma \delta },12217ad575.png
"\left( \rho , r \gg a \right) : \quad H ( \rho , \, r ) \sim \frac { Q } { ( \rho ^ { 2 } + r ^ { 2 } ) ^ { 2 } } \left( 1 + \mathrm { l o g ~ t e r m s } \right)",69007f5f3d.png
( s i n { \theta _ { n } ^ { 0 } } ) ^ { m _ { 1 } + 1 } ( 2 m _ { 1 } + n - 1 ) C _ { N - m _ { 1 } - 1 } ^ { m _ { 1 } + \frac { n - 1 } { 2 } + 1 } ( c o s { \theta _ { n } ^ { 0 } } ) ],72cd580ff5.png
"T _ { w } = 2 \phi _ { w w } - 2 \phi _ { w } ^ { 2 } = \{ J ^ { - 1 } ( w ) ; w \} ,",474f14bf99.png
\kappa _ { a b c } = D _ { a } \cap D _ { b } \cap D _ { c } .,50b408d912.png
"\Gamma ^ { 6 } \Gamma ^ { 7 } \Gamma ^ { 8 } \Gamma ^ { 9 } = - 4 N _ { 3 } N _ { 4 } ~ ~ ~ , ~ ~ ~ \Gamma ^ { M } \equiv \sqrt { 2 } \psi _ { 0 } ^ { M }",5c3f72efe8.png
\left[ a _ { \pm } ^ { \mu } \left( x + \Delta \right) - a _ { \pm } ^ { \mu } \left( x - \Delta \right) \right] ^ { 2 } = 0 .,775023c012.png
"\Phi _ { \mu } = \pi _ { \mu } - \frac { i } { 2 } \xi _ { \mu } , \mu = 0 , 1 , 2 , \ldots , D - 1 ; \quad \Phi _ { D } = \pi _ { D + 1 } + \frac { i } { 2 } \xi _ { D + 1 } , \nonumber \,",297256a88d.png
